date,ETHBTC open,ETHBTC high,ETHBTC low,ETHBTC close,ETHBTC volume,BTCUSDT open,BTCUSDT high,BTCUSDT low,BTCUSDT close,BTCUSDT volume,ETHUSDT open,ETHUSDT high,ETHUSDT low,ETHUSDT close,ETHUSDT volume,BNBUSDT open,BNBUSDT high,BNBUSDT low,BNBUSDT close,BNBUSDT volume,ADAUSDT open,ADAUSDT high,ADAUSDT low,ADAUSDT close,ADAUSDT volume,XRPUSDT open,XRPUSDT high,XRPUSDT low,XRPUSDT close,XRPUSDT volume,TRXUSDT open,TRXUSDT high,TRXUSDT low,TRXUSDT close,TRXUSDT volume,ETCUSDT open,ETCUSDT high,ETCUSDT low,ETCUSDT close,ETCUSDT volume,MATICUSDT open,MATICUSDT high,MATICUSDT low,MATICUSDT close,MATICUSDT volume,FTMUSDT open,FTMUSDT high,FTMUSDT low,FTMUSDT close,FTMUSDT volume,DOGEUSDT open,DOGEUSDT high,DOGEUSDT low,DOGEUSDT close,DOGEUSDT volume,BTCBUSD open,BTCBUSD high,BTCBUSD low,BTCBUSD close,BTCBUSD volume,BUSDUSDT open,BUSDUSDT high,BUSDUSDT low,BUSDUSDT close,BUSDUSDT volume,ETHBUSD open,ETHBUSD high,ETHBUSD low,ETHBUSD close,ETHBUSD volume,SOLUSDT open,SOLUSDT high,SOLUSDT low,SOLUSDT close,SOLUSDT volume,MANAUSDT open,MANAUSDT high,MANAUSDT low,MANAUSDT close,MANAUSDT volume,SANDUSDT open,SANDUSDT high,SANDUSDT low,SANDUSDT close,SANDUSDT volume,DOTUSDT open,DOTUSDT high,DOTUSDT low,DOTUSDT close,DOTUSDT volume,LUNABUSD open,LUNABUSD high,LUNABUSD low,LUNABUSD close,LUNABUSD volume,LUNAUSDT open,LUNAUSDT high,LUNAUSDT low,LUNAUSDT close,LUNAUSDT volume,EGLDUSDT open,EGLDUSDT high,EGLDUSDT low,EGLDUSDT close,EGLDUSDT volume,AVAXUSDT open,AVAXUSDT high,AVAXUSDT low,AVAXUSDT close,AVAXUSDT volume,NEARUSDT open,NEARUSDT high,NEARUSDT low,NEARUSDT close,NEARUSDT volume,SLPBUSD open,SLPBUSD high,SLPBUSD low,SLPBUSD close,SLPBUSD volume,SLPUSDT open,SLPUSDT high,SLPUSDT low,SLPUSDT close,SLPUSDT volume,SHIBUSDT open,SHIBUSDT high,SHIBUSDT low,SHIBUSDT close,SHIBUSDT volume,SHIBBUSD open,SHIBBUSD high,SHIBBUSD low,SHIBBUSD close,SHIBBUSD volume,GALAUSDT open,GALAUSDT high,GALAUSDT low,GALAUSDT close,GALAUSDT volume,BETAUSDT open,BETAUSDT high,BETAUSDT low,BETAUSDT close,BETAUSDT volume,SLPTRY open,SLPTRY high,SLPTRY low,SLPTRY close,SLPTRY volume
2018-12-09,0.02648400,0.02700000,0.02608500,0.02630000,211489.68100000,3411.36000000,3658.00000000,3394.04000000,3545.37000000,45956.89329600,90.39000000,98.70000000,88.63000000,93.26000000,520519.36023000,4.62800000,5.00030000,4.51670000,4.76930000,1505537.64000000,0.03023000,0.03242000,0.02956000,0.03110000,144802722.50000000,0.30247000,0.31965000,0.29830000,0.30914000,63609809.90000000,0.01326000,0.01396000,0.01300000,0.01341000,534569771.60000000,3.79240000,4.25050000,3.76650000,3.90690000,1606542.14000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-10,0.02630700,0.02645000,0.02579400,0.02617900,174339.84500000,3548.49000000,3610.00000000,3370.11000000,3432.88000000,40989.24455300,93.26000000,95.21000000,88.11000000,89.91000000,408573.02929000,4.76930000,4.93980000,4.46980000,4.62760000,928495.85000000,0.03106000,0.03199000,0.02914000,0.02977000,122187850.10000000,0.30944000,0.31377000,0.29424000,0.29956000,59077810.90000000,0.01341000,0.01369000,0.01280000,0.01311000,478094148.50000000,3.90360000,4.10300000,3.69640000,3.83120000,946066.14000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-11,0.02617600,0.02653400,0.02515700,0.02596200,170092.13200000,3434.01000000,3480.00000000,3324.32000000,3380.39000000,35920.86415400,89.88000000,91.65000000,85.83000000,87.76000000,339991.84246000,4.62970000,4.92950000,4.50000000,4.89730000,1232098.43000000,0.02978000,0.03013000,0.02850000,0.02931000,95211761.20000000,0.29950000,0.31000000,0.29396000,0.29904000,52196740.00000000,0.01311000,0.01350000,0.01292000,0.01317000,421922602.40000000,3.82870000,4.09030000,3.61070000,3.69120000,1159802.56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-12,0.02595700,0.02635900,0.02582700,0.02595400,163830.14800000,3379.23000000,3492.00000000,3350.00000000,3445.00000000,33922.93128600,87.77000000,91.31000000,86.63000000,89.41000000,285436.04029000,4.89360000,5.15000000,4.73900000,4.98150000,1196552.29000000,0.02931000,0.03088000,0.02892000,0.03029000,89019978.00000000,0.29905000,0.31064000,0.29710000,0.30463000,48158835.80000000,0.01315000,0.01352000,0.01302000,0.01320000,350215028.00000000,3.69240000,3.93060000,3.62710000,3.86210000,955597.88000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-13,0.02595500,0.02653600,0.02581100,0.02614800,209169.86400000,3446.38000000,3460.00000000,3255.50000000,3302.06000000,40040.91701300,89.39000000,90.71000000,84.71000000,86.34000000,331218.30083000,4.98200000,4.99330000,4.55630000,4.63840000,1003196.18000000,0.03030000,0.03067000,0.02872000,0.02912000,94079375.30000000,0.30463000,0.30569000,0.29558000,0.29934000,42978785.00000000,0.01319000,0.01345000,0.01285000,0.01304000,366097497.80000000,3.85890000,3.94690000,3.71980000,3.86370000,838532.44000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-14,0.02616400,0.02630500,0.02581500,0.02600000,228967.56000000,3302.06000000,3335.39000000,3177.00000000,3224.17000000,44492.98380700,86.35000000,87.25000000,82.20000000,83.82000000,318003.73427000,4.63990000,4.75000000,4.43000000,4.52110000,946936.19000000,0.02913000,0.02960000,0.02764000,0.02832000,81044535.10000000,0.29916000,0.30080000,0.28312000,0.28816000,47556494.80000000,0.01304000,0.01322000,0.01252000,0.01272000,363530014.20000000,3.86000000,3.86000000,3.59410000,3.71360000,737000.70000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-15,0.02600100,0.02616300,0.02585300,0.02607600,154288.11500000,3225.19000000,3276.50000000,3156.26000000,3211.72000000,29796.04143600,83.82000000,85.00000000,81.79000000,83.76000000,217360.65775000,4.51480000,4.59900000,4.44360000,4.55310000,969833.44000000,0.02831000,0.02860000,0.02761000,0.02807000,59384458.10000000,0.28803000,0.29149000,0.28050000,0.28422000,38261672.50000000,0.01271000,0.01295000,0.01250000,0.01273000,292596660.00000000,3.71880000,3.73000000,3.49280000,3.59770000,539925.76000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-16,0.02608500,0.02675300,0.02607700,0.02623100,137636.49300000,3211.71000000,3294.00000000,3186.00000000,3228.67000000,24628.80853800,83.75000000,87.64000000,83.73000000,84.67000000,241366.76305000,4.54790000,4.70640000,4.50890000,4.61600000,1069563.77000000,0.02806000,0.02986000,0.02806000,0.02900000,80746045.30000000,0.28421000,0.29540000,0.28312000,0.28669000,43951184.10000000,0.01272000,0.01339000,0.01264000,0.01293000,321862725.50000000,3.59510000,3.79200000,3.57280000,3.61100000,542048.92000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,0.02623200,0.02716100,0.02616100,0.02680100,254595.16400000,3229.22000000,3585.00000000,3216.00000000,3509.08000000,66761.75169700,84.68000000,97.00000000,84.40000000,94.02000000,472252.23388000,4.61930000,5.12710000,4.60100000,5.06500000,1507154.37000000,0.02900000,0.03371000,0.02890000,0.03241000,202451973.60000000,0.28669000,0.33700000,0.28500000,0.32721000,129250477.50000000,0.01293000,0.01460000,0.01290000,0.01407000,589953611.80000000,3.61140000,4.11150000,3.58740000,3.95940000,820439.66000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-18,0.02680100,0.02758600,0.02641500,0.02749300,347066.62600000,3509.03000000,3678.59000000,3424.47000000,3652.98000000,61369.61525700,94.03000000,101.30000000,91.34000000,100.39000000,529946.79175000,5.06500000,5.53620000,4.90000000,5.53080000,1906857.24000000,0.03243000,0.03463000,0.03128000,0.03430000,203968434.00000000,0.32721000,0.34980000,0.32149000,0.34979000,166459905.10000000,0.01407000,0.01478000,0.01378000,0.01475000,581885688.40000000,3.95670000,4.20700000,3.81760000,4.16420000,962208.54000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-19,0.02749300,0.02825000,0.02688100,0.02695400,430273.58100000,3653.00000000,3912.73000000,3622.55000000,3662.22000000,94137.34101400,100.39000000,107.55000000,97.75000000,98.74000000,827748.59096000,5.53490000,5.83310000,5.28470000,5.36330000,1805892.76000000,0.03430000,0.03808000,0.03365000,0.03368000,315224591.10000000,0.34979000,0.39265000,0.34165000,0.34468000,238920130.50000000,0.01475000,0.01745000,0.01462000,0.01526000,1300688796.80000000,4.16390000,4.73200000,4.10130000,4.30310000,1126660.43000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-20,0.02695800,0.02866500,0.02675100,0.02809400,392753.55600000,3660.01000000,4120.00000000,3635.00000000,4049.62000000,101543.83598600,98.73000000,116.00000000,97.88000000,114.05000000,859612.57205000,5.36270000,5.79000000,5.23690000,5.67660000,2160302.61000000,0.03369000,0.03987000,0.03330000,0.03871000,324925652.20000000,0.34468000,0.38368000,0.33900000,0.37228000,190801771.60000000,0.01525000,0.01722000,0.01511000,0.01703000,985461494.60000000,4.30150000,4.87740000,4.28360000,4.70630000,1029715.67000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21,0.02808700,0.02874700,0.02750100,0.02805900,331529.63200000,4051.86000000,4139.99000000,3764.00000000,3838.66000000,82343.85011200,113.71000000,118.00000000,104.76000000,107.69000000,666048.71786000,5.67610000,5.78970000,5.31660000,5.47660000,1592262.74000000,0.03869000,0.04479000,0.03787000,0.04031000,453341004.80000000,0.37228000,0.38300000,0.34584000,0.35428000,141255512.30000000,0.01702000,0.02248000,0.01676000,0.01973000,2278365315.30000000,4.70550000,4.81740000,4.43940000,4.47140000,590490.03000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22,0.02805100,0.02940000,0.02779100,0.02916500,209087.61600000,3840.25000000,3979.00000000,3785.00000000,3948.91000000,42822.35087200,107.67000000,115.50000000,105.38000000,115.20000000,405672.83117000,5.47660000,5.88020000,5.39500000,5.83980000,1775214.59000000,0.04030000,0.04175000,0.03811000,0.04156000,204830435.40000000,0.35405000,0.36000000,0.34383000,0.35644000,68501560.80000000,0.01975000,0.02121000,0.01827000,0.02065000,1475151421.00000000,4.47880000,4.67330000,4.26960000,4.61510000,529133.29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23,0.02916200,0.03312500,0.02913300,0.03283700,455408.70500000,3948.91000000,4021.53000000,3870.00000000,3929.71000000,40117.53152900,115.18000000,131.94000000,114.91000000,129.03000000,936094.10490000,5.83990000,6.13180000,5.75890000,5.95900000,1878151.13000000,0.04157000,0.04444000,0.04082000,0.04369000,240130079.70000000,0.35645000,0.37784000,0.35407000,0.36690000,83342114.30000000,0.02066000,0.02190000,0.01994000,0.02056000,958651192.90000000,4.60900000,4.93140000,4.56970000,4.84270000,804784.20000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-24,0.03284500,0.03767200,0.03274500,0.03445500,585615.65000000,3929.71000000,4198.00000000,3924.83000000,4008.01000000,64647.80912900,129.03000000,157.67000000,128.80000000,138.03000000,1319609.81650000,5.95880000,6.47350000,5.93000000,6.09790000,2058385.46000000,0.04369000,0.04899000,0.04367000,0.04499000,335985802.40000000,0.36691000,0.45000000,0.36665000,0.40092000,308763465.20000000,0.02058000,0.02339000,0.01998000,0.02065000,1357137739.90000000,4.84010000,5.45970000,4.83450000,5.06420000,1214838.32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,0.03446800,0.03473200,0.03290700,0.03407000,390213.90700000,4010.11000000,4020.00000000,3646.41000000,3745.79000000,62725.62943200,138.01000000,139.26000000,119.68000000,127.60000000,1076164.12809000,6.09750000,6.09940000,5.31270000,5.45000000,1443517.22000000,0.04500000,0.04522000,0.03824000,0.04107000,268928019.90000000,0.40075000,0.40399000,0.36000000,0.37598000,190479475.60000000,0.02063000,0.02071000,0.01819000,0.01967000,1037596911.40000000,5.04410000,5.07220000,4.42230000,4.64700000,955402.50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-26,0.03406900,0.03534400,0.03340900,0.03424200,291513.20100000,3745.56000000,3837.15000000,3656.74000000,3777.74000000,42629.37581700,127.61000000,135.32000000,122.51000000,129.35000000,794834.05601000,5.44320000,5.68400000,5.37000000,5.60290000,1351072.48000000,0.04104000,0.04268000,0.03811000,0.04060000,186196153.70000000,0.37599000,0.38942000,0.35327000,0.37253000,115977475.40000000,0.01967000,0.02061000,0.01892000,0.02001000,814775586.90000000,4.65530000,5.49000000,4.58950000,5.42070000,1390201.81000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-27,0.03424500,0.03443200,0.03130200,0.03189800,281173.98500000,3777.74000000,3813.98000000,3535.00000000,3567.91000000,44097.39291200,129.35000000,131.09000000,111.22000000,113.80000000,752177.90111000,5.60620000,5.65590000,5.10000000,5.17910000,1148939.37000000,0.04058000,0.04139000,0.03539000,0.03611000,166425603.10000000,0.37298000,0.37500000,0.32500000,0.33368000,113118482.10000000,0.02001000,0.02024000,0.01776000,0.01798000,674686376.00000000,5.42020000,5.67880000,4.58840000,4.70490000,3302033.51000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-28,0.03189900,0.03540000,0.03150600,0.03525000,351840.05800000,3567.89000000,3887.25000000,3540.04000000,3839.26000000,45964.30498700,113.75000000,136.66000000,111.87000000,135.30000000,894454.19051000,5.18180000,5.89950000,5.10030000,5.88110000,1505031.24000000,0.03617000,0.04195000,0.03561000,0.04111000,174637271.50000000,0.33370000,0.37559000,0.32823000,0.36997000,133220344.30000000,0.01798000,0.02058000,0.01750000,0.02030000,794371564.40000000,4.70350000,5.37890000,4.59430000,5.17750000,1437661.81000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-29,0.03524600,0.03744100,0.03414100,0.03598400,384344.02000000,3839.00000000,3892.00000000,3670.00000000,3695.32000000,38874.37390300,135.30000000,145.42000000,128.50000000,132.89000000,1006654.49844000,5.88030000,6.00000000,5.61000000,5.66000000,1232874.45000000,0.04106000,0.04355000,0.03987000,0.04049000,229292813.10000000,0.37017000,0.37913000,0.35103000,0.35593000,105406488.50000000,0.02029000,0.02050000,0.01921000,0.01939000,621895768.40000000,5.17130000,5.34170000,4.92000000,5.03140000,832896.39000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-30,0.03598400,0.03653400,0.03496000,0.03623500,291989.23300000,3696.71000000,3903.50000000,3657.90000000,3801.91000000,33222.36926200,133.00000000,139.00000000,127.03000000,137.77000000,704259.41614000,5.67000000,5.91860000,5.55800000,5.89390000,1394241.09000000,0.04052000,0.04319000,0.03946000,0.04263000,200245060.50000000,0.35622000,0.36578000,0.35080000,0.36489000,66395531.20000000,0.01940000,0.02007000,0.01906000,0.01961000,432871427.00000000,5.02540000,5.30660000,4.93590000,5.20480000,503533.09000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,0.03623400,0.03633700,0.03530000,0.03553600,205103.85400000,3803.12000000,3810.00000000,3630.33000000,3702.90000000,29991.77835000,137.81000000,138.66000000,128.70000000,131.45000000,484604.83962000,5.90000000,6.24330000,5.83040000,6.11110000,2388899.23000000,0.04262000,0.04275000,0.03975000,0.04054000,148310413.90000000,0.36488000,0.36932000,0.34350000,0.34849000,70308054.10000000,0.01961000,0.01967000,0.01839000,0.01868000,378869408.10000000,5.20480000,5.23710000,4.84810000,4.97980000,358689.51000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,0.03553400,0.03753200,0.03531500,0.03662900,168390.91000000,3701.23000000,3810.16000000,3642.00000000,3797.14000000,23741.68703300,131.45000000,140.67000000,130.00000000,139.10000000,401776.88797000,6.11390000,6.12280000,5.77350000,5.99100000,1412914.18000000,0.04057000,0.04200000,0.03964000,0.04198000,109890339.60000000,0.34864000,0.36111000,0.34533000,0.36080000,41061397.60000000,0.01867000,0.01941000,0.01842000,0.01928000,351832810.60000000,4.98300000,5.25200000,4.92540000,5.25200000,261033.68000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,0.03661100,0.04005000,0.03650100,0.03940400,347117.74400000,3796.45000000,3882.14000000,3750.45000000,3858.56000000,35156.46336900,139.10000000,155.37000000,137.76000000,152.01000000,941486.31524000,5.99100000,6.09390000,5.83710000,6.05100000,2130127.00000000,0.04195000,0.04543000,0.04117000,0.04433000,161683682.20000000,0.36057000,0.37450000,0.35350000,0.36882000,74162520.50000000,0.01929000,0.02007000,0.01886000,0.01974000,451662383.40000000,5.23540000,5.38320000,5.10720000,5.32000000,482203.79000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,0.03941500,0.03994900,0.03815600,0.03884600,284859.38900000,3857.57000000,3862.74000000,3730.00000000,3766.78000000,29406.94835900,152.01000000,153.64000000,143.11000000,146.30000000,708091.31714000,6.04450000,6.06200000,5.77390000,5.79790000,1524726.37000000,0.04432000,0.04462000,0.04154000,0.04205000,153417510.50000000,0.36860000,0.36910000,0.34778000,0.35240000,61459149.90000000,0.01975000,0.02049000,0.01930000,0.01966000,523399218.50000000,5.32160000,5.33930000,4.93140000,4.99820000,407582.57000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-04,0.03885400,0.04085000,0.03855100,0.04009300,304951.98000000,3767.20000000,3823.64000000,3703.57000000,3792.01000000,29519.55467100,146.30000000,154.80000000,143.54000000,151.97000000,805248.93821000,5.79470000,5.99000000,5.74020000,5.96920000,1657441.74000000,0.04207000,0.04361000,0.04164000,0.04301000,101638583.70000000,0.35255000,0.35800000,0.34385000,0.35308000,51976479.90000000,0.01967000,0.02179000,0.01941000,0.02106000,826847232.60000000,4.99820000,5.25490000,4.95260000,5.18940000,531334.29000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-05,0.04010000,0.04175200,0.04009600,0.04053300,312691.91000000,3790.09000000,3840.99000000,3751.00000000,3770.96000000,30490.66775100,152.08000000,159.26000000,151.20000000,152.83000000,773169.13736000,5.96880000,6.10430000,5.91880000,5.96250000,1636284.99000000,0.04301000,0.04514000,0.04241000,0.04403000,166586601.80000000,0.35303000,0.35981000,0.34500000,0.34851000,53463920.90000000,0.02105000,0.02320000,0.02090000,0.02190000,1119659806.00000000,5.19260000,5.25670000,5.03010000,5.05640000,477500.67000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-06,0.04053200,0.04072100,0.03837700,0.03857000,287921.19500000,3771.12000000,4027.71000000,3740.00000000,3987.60000000,36553.80670900,152.83000000,157.40000000,147.51000000,153.86000000,627908.47366000,5.96260000,6.38880000,5.92500000,6.26880000,2511301.27000000,0.04400000,0.04880000,0.04378000,0.04822000,282745808.90000000,0.34851000,0.36446000,0.34542000,0.36042000,63015691.40000000,0.02191000,0.02306000,0.02130000,0.02249000,867831913.10000000,5.05110000,5.54220000,5.01990000,5.38500000,866622.36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,0.03857000,0.03879100,0.03730000,0.03758900,226585.72300000,3987.62000000,4017.90000000,3921.53000000,3975.45000000,31869.84626400,153.89000000,155.48000000,147.86000000,149.34000000,424765.30258000,6.26810000,6.30940000,6.00610000,6.20090000,1683858.68000000,0.04822000,0.05000000,0.04651000,0.04755000,266672497.40000000,0.36042000,0.37218000,0.35701000,0.36022000,70715569.00000000,0.02250000,0.02390000,0.02224000,0.02334000,705264402.10000000,5.38480000,5.40910000,4.77000000,4.80990000,1458082.44000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-08,0.03756000,0.03775600,0.03690000,0.03729600,226887.58100000,3976.76000000,4069.80000000,3903.00000000,3955.13000000,38901.42312200,149.29000000,151.65000000,145.20000000,147.60000000,441661.06778000,6.19790000,6.79840000,6.13810000,6.51280000,3946905.61000000,0.04757000,0.04970000,0.04612000,0.04780000,203734040.40000000,0.36015000,0.36796000,0.35450000,0.36073000,67790037.40000000,0.02333000,0.02659000,0.02281000,0.02589000,1370141124.80000000,4.80710000,5.07560000,4.75000000,4.88520000,1405439.81000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-09,0.03729700,0.03800000,0.03713900,0.03733700,195048.83700000,3955.45000000,4006.81000000,3930.04000000,3966.65000000,28989.43951100,147.62000000,151.50000000,146.77000000,148.10000000,299443.56300000,6.51970000,6.85400000,6.33860000,6.55110000,4167653.69000000,0.04781000,0.05231000,0.04771000,0.05144000,264448222.30000000,0.36073000,0.36919000,0.35775000,0.36480000,67288168.80000000,0.02590000,0.02944000,0.02521000,0.02785000,1572991504.40000000,4.88520000,5.01330000,4.85860000,4.90590000,939966.02000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,0.03733600,0.03744500,0.03408600,0.03485300,397522.16500000,3966.06000000,3996.01000000,3540.00000000,3585.88000000,59402.22851000,148.11000000,149.45000000,121.00000000,124.95000000,871751.75038000,6.55110000,6.57640000,5.65000000,5.84490000,3348790.03000000,0.05144000,0.05412000,0.04131000,0.04366000,467704306.40000000,0.36479000,0.37963000,0.31500000,0.32464000,182432057.40000000,0.02784000,0.03440000,0.02347000,0.02541000,4989891257.20000000,4.90880000,5.00560000,4.12760000,4.33160000,1247852.87000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
