date,ETHBTC open,BTCUSDT open,ETHUSDT open,BNBUSDT open,ADAUSDT open,XRPUSDT open,TRXUSDT open,ETCUSDT open,MATICUSDT open,FTMUSDT open,DOGEUSDT open,BTCBUSD open,BUSDUSDT open,ETHBUSD open,SOLUSDT open,MANAUSDT open,SANDUSDT open,DOTUSDT open,LUNABUSD open,LUNAUSDT open,EGLDUSDT open,AVAXUSDT open,NEARUSDT open,SLPBUSD open,SLPUSDT open,SHIBUSDT open,SHIBBUSD open,GALAUSDT open,BETAUSDT open,SLPTRY open,ETHBTC high,BTCUSDT high,ETHUSDT high,BNBUSDT high,ADAUSDT high,XRPUSDT high,TRXUSDT high,ETCUSDT high,MATICUSDT high,FTMUSDT high,DOGEUSDT high,BTCBUSD high,BUSDUSDT high,ETHBUSD high,SOLUSDT high,MANAUSDT high,SANDUSDT high,DOTUSDT high,LUNABUSD high,LUNAUSDT high,EGLDUSDT high,AVAXUSDT high,NEARUSDT high,SLPBUSD high,SLPUSDT high,SHIBUSDT high,SHIBBUSD high,GALAUSDT high,BETAUSDT high,SLPTRY high,ETHBTC low,BTCUSDT low,ETHUSDT low,BNBUSDT low,ADAUSDT low,XRPUSDT low,TRXUSDT low,ETCUSDT low,MATICUSDT low,FTMUSDT low,DOGEUSDT low,BTCBUSD low,BUSDUSDT low,ETHBUSD low,SOLUSDT low,MANAUSDT low,SANDUSDT low,DOTUSDT low,LUNABUSD low,LUNAUSDT low,EGLDUSDT low,AVAXUSDT low,NEARUSDT low,SLPBUSD low,SLPUSDT low,SHIBUSDT low,SHIBBUSD low,GALAUSDT low,BETAUSDT low,SLPTRY low,ETHBTC close,BTCUSDT close,ETHUSDT close,BNBUSDT close,ADAUSDT close,XRPUSDT close,TRXUSDT close,ETCUSDT close,MATICUSDT close,FTMUSDT close,DOGEUSDT close,BTCBUSD close,BUSDUSDT close,ETHBUSD close,SOLUSDT close,MANAUSDT close,SANDUSDT close,DOTUSDT close,LUNABUSD close,LUNAUSDT close,EGLDUSDT close,AVAXUSDT close,NEARUSDT close,SLPBUSD close,SLPUSDT close,SHIBUSDT close,SHIBBUSD close,GALAUSDT close,BETAUSDT close,SLPTRY close,ETHBTC volume,BTCUSDT volume,ETHUSDT volume,BNBUSDT volume,ADAUSDT volume,XRPUSDT volume,TRXUSDT volume,ETCUSDT volume,MATICUSDT volume,FTMUSDT volume,DOGEUSDT volume,BTCBUSD volume,BUSDUSDT volume,ETHBUSD volume,SOLUSDT volume,MANAUSDT volume,SANDUSDT volume,DOTUSDT volume,LUNABUSD volume,LUNAUSDT volume,EGLDUSDT volume,AVAXUSDT volume,NEARUSDT volume,SLPBUSD volume,SLPUSDT volume,SHIBUSDT volume,SHIBBUSD volume,GALAUSDT volume,BETAUSDT volume,SLPTRY volume,ETHBTC % ret,ETHBTC % ret vol,ETHBTC active,BTCUSDT % ret,BTCUSDT % ret vol,BTCUSDT active,ETHUSDT % ret,ETHUSDT % ret vol,ETHUSDT active,BNBUSDT % ret,BNBUSDT % ret vol,BNBUSDT active,ADAUSDT % ret,ADAUSDT % ret vol,ADAUSDT active,XRPUSDT % ret,XRPUSDT % ret vol,XRPUSDT active,TRXUSDT % ret,TRXUSDT % ret vol,TRXUSDT active,ETCUSDT % ret,ETCUSDT % ret vol,ETCUSDT active,MATICUSDT % ret,MATICUSDT % ret vol,MATICUSDT active,FTMUSDT % ret,FTMUSDT % ret vol,FTMUSDT active,DOGEUSDT % ret,DOGEUSDT % ret vol,DOGEUSDT active,BTCBUSD % ret,BTCBUSD % ret vol,BTCBUSD active,BUSDUSDT % ret,BUSDUSDT % ret vol,BUSDUSDT active,ETHBUSD % ret,ETHBUSD % ret vol,ETHBUSD active,SOLUSDT % ret,SOLUSDT % ret vol,SOLUSDT active,MANAUSDT % ret,MANAUSDT % ret vol,MANAUSDT active,SANDUSDT % ret,SANDUSDT % ret vol,SANDUSDT active,DOTUSDT % ret,DOTUSDT % ret vol,DOTUSDT active,LUNABUSD % ret,LUNABUSD % ret vol,LUNABUSD active,LUNAUSDT % ret,LUNAUSDT % ret vol,LUNAUSDT active,EGLDUSDT % ret,EGLDUSDT % ret vol,EGLDUSDT active,AVAXUSDT % ret,AVAXUSDT % ret vol,AVAXUSDT active,NEARUSDT % ret,NEARUSDT % ret vol,NEARUSDT active,SLPBUSD % ret,SLPBUSD % ret vol,SLPBUSD active,SLPUSDT % ret,SLPUSDT % ret vol,SLPUSDT active,SHIBUSDT % ret,SHIBUSDT % ret vol,SHIBUSDT active,SHIBBUSD % ret,SHIBBUSD % ret vol,SHIBBUSD active,GALAUSDT % ret,GALAUSDT % ret vol,GALAUSDT active,BETAUSDT % ret,BETAUSDT % ret vol,BETAUSDT active,SLPTRY % ret,SLPTRY % ret vol,SLPTRY active
2017-08-17,0.069735,4261.48,301.13,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.072254,4485.39,312.18,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.068077,4200.74,298.0,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.070479,4285.08,302.0,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,24002.431,795.150377,7030.71034,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True,,,True
2017-08-18,0.070479,4285.08,302.0,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.073005,4371.52,311.79,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.069565,3938.77,283.94,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.071433,4108.37,293.96,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,29861.756,1199.888264,9537.84646,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.013535946877793359,,True,-0.04123843662195337,,True,-0.026622516556291442,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-19,0.071187,4108.37,293.31,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.073741,4184.69,299.9,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.069925,3850.0,278.0,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.070036,4139.98,290.91,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,19918.665,381.309763,2146.19773,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.01955678747917622,,True,0.007694048978061696,,True,-0.01037556130085715,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-20,0.070347,4120.98,289.41,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.073,4211.08,300.53,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.069,4032.62,282.85,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.072198,4086.29,299.1,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,22530.294,467.083022,2510.13871,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.03086983836883883,,True,-0.012968661684355842,,True,0.02815303702175931,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-21,0.072198,4069.13,299.1,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.088658,4119.62,346.52,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.071509,3911.79,294.6,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.08052,4016.0,323.29,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,48283.416,691.74306,5219.44542,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.11526635086844506,,True,-0.017201422317065118,,True,0.08087596121698426,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-22,0.080688,4016.0,321.04,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.0845,4104.82,330.41,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.07001,3400.0,144.21,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.076825,4040.0,309.8,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,42660.05,966.684858,7956.35088,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.045889220069547765,,True,0.005976095617529875,,True,-0.04172724179529219,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-23,0.076794,4040.0,312.25,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.079689,4265.8,324.99,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.074164,4013.89,309.41,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.07706,4114.01,315.74,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,41661.392,1001.136565,8665.72569,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.0030589000976244396,,True,0.018319306930693058,,True,0.019173660426081263,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-24,0.07706,4147.0,315.74,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.078649,4371.68,328.04,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.074567,4085.01,314.01,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.075339,4316.01,323.42,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,44430.692,787.418753,6753.27192,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.02233324682065918,,True,0.049100512638520666,,True,0.02432381073034784,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-25,0.075302,4316.01,323.42,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.0779,4453.91,338.28,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.074742,4247.48,323.42,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.076587,4280.68,327.24,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,35690.377,573.61274,7125.96962,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.01656512563214263,,True,-0.008185801237717172,,True,0.011811267083049914,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
2017-08-26,0.076593,4280.71,327.24,1.5,0.25551,0.5,0.05,16.2,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.078708,4367.0,335.44,1.799,0.288,1.5,0.05,16.7999,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.075269,4212.41,323.41,0.5,0.23983,0.5,0.04258,13.95,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.076647,4337.44,330.79,1.571,0.2426,0.8899,0.0484,14.6282,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,31475.752,228.108068,4877.68521,120615.34,67462293.24,20890213.82,72569508.9,744968.58,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.0007834227741001509,,True,0.013259575581449523,,True,0.010848307052927497,,True,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False,0.0,,False
