date,ETHBTC open,BTCUSDT open,ETHUSDT open,BNBUSDT open,ADAUSDT open,XRPUSDT open,TRXUSDT open,ETCUSDT open,MATICUSDT open,FTMUSDT open,DOGEUSDT open,BTCBUSD open,BUSDUSDT open,ETHBUSD open,SOLUSDT open,MANAUSDT open,SANDUSDT open,DOTUSDT open,LUNABUSD open,LUNAUSDT open,EGLDUSDT open,AVAXUSDT open,NEARUSDT open,SLPBUSD open,SLPUSDT open,SHIBUSDT open,SHIBBUSD open,GALAUSDT open,BETAUSDT open,SLPTRY open,ETHBTC high,BTCUSDT high,ETHUSDT high,BNBUSDT high,ADAUSDT high,XRPUSDT high,TRXUSDT high,ETCUSDT high,MATICUSDT high,FTMUSDT high,DOGEUSDT high,BTCBUSD high,BUSDUSDT high,ETHBUSD high,SOLUSDT high,MANAUSDT high,SANDUSDT high,DOTUSDT high,LUNABUSD high,LUNAUSDT high,EGLDUSDT high,AVAXUSDT high,NEARUSDT high,SLPBUSD high,SLPUSDT high,SHIBUSDT high,SHIBBUSD high,GALAUSDT high,BETAUSDT high,SLPTRY high,ETHBTC low,BTCUSDT low,ETHUSDT low,BNBUSDT low,ADAUSDT low,XRPUSDT low,TRXUSDT low,ETCUSDT low,MATICUSDT low,FTMUSDT low,DOGEUSDT low,BTCBUSD low,BUSDUSDT low,ETHBUSD low,SOLUSDT low,MANAUSDT low,SANDUSDT low,DOTUSDT low,LUNABUSD low,LUNAUSDT low,EGLDUSDT low,AVAXUSDT low,NEARUSDT low,SLPBUSD low,SLPUSDT low,SHIBUSDT low,SHIBBUSD low,GALAUSDT low,BETAUSDT low,SLPTRY low,ETHBTC close,BTCUSDT close,ETHUSDT close,BNBUSDT close,ADAUSDT close,XRPUSDT close,TRXUSDT close,ETCUSDT close,MATICUSDT close,FTMUSDT close,DOGEUSDT close,BTCBUSD close,BUSDUSDT close,ETHBUSD close,SOLUSDT close,MANAUSDT close,SANDUSDT close,DOTUSDT close,LUNABUSD close,LUNAUSDT close,EGLDUSDT close,AVAXUSDT close,NEARUSDT close,SLPBUSD close,SLPUSDT close,SHIBUSDT close,SHIBBUSD close,GALAUSDT close,BETAUSDT close,SLPTRY close,ETHBTC volume,BTCUSDT volume,ETHUSDT volume,BNBUSDT volume,ADAUSDT volume,XRPUSDT volume,TRXUSDT volume,ETCUSDT volume,MATICUSDT volume,FTMUSDT volume,DOGEUSDT volume,BTCBUSD volume,BUSDUSDT volume,ETHBUSD volume,SOLUSDT volume,MANAUSDT volume,SANDUSDT volume,DOTUSDT volume,LUNABUSD volume,LUNAUSDT volume,EGLDUSDT volume,AVAXUSDT volume,NEARUSDT volume,SLPBUSD volume,SLPUSDT volume,SHIBUSDT volume,SHIBBUSD volume,GALAUSDT volume,BETAUSDT volume,SLPTRY volume,ETHBTC % ret,ETHBTC % ret vol,ETHBTC active,BTCUSDT % ret,BTCUSDT % ret vol,BTCUSDT active,ETHUSDT % ret,ETHUSDT % ret vol,ETHUSDT active,BNBUSDT % ret,BNBUSDT % ret vol,BNBUSDT active,ADAUSDT % ret,ADAUSDT % ret vol,ADAUSDT active,XRPUSDT % ret,XRPUSDT % ret vol,XRPUSDT active,TRXUSDT % ret,TRXUSDT % ret vol,TRXUSDT active,ETCUSDT % ret,ETCUSDT % ret vol,ETCUSDT active,MATICUSDT % ret,MATICUSDT % ret vol,MATICUSDT active,FTMUSDT % ret,FTMUSDT % ret vol,FTMUSDT active,DOGEUSDT % ret,DOGEUSDT % ret vol,DOGEUSDT active,BTCBUSD % ret,BTCBUSD % ret vol,BTCBUSD active,BUSDUSDT % ret,BUSDUSDT % ret vol,BUSDUSDT active,ETHBUSD % ret,ETHBUSD % ret vol,ETHBUSD active,SOLUSDT % ret,SOLUSDT % ret vol,SOLUSDT active,MANAUSDT % ret,MANAUSDT % ret vol,MANAUSDT active,SANDUSDT % ret,SANDUSDT % ret vol,SANDUSDT active,DOTUSDT % ret,DOTUSDT % ret vol,DOTUSDT active,LUNABUSD % ret,LUNABUSD % ret vol,LUNABUSD active,LUNAUSDT % ret,LUNAUSDT % ret vol,LUNAUSDT active,EGLDUSDT % ret,EGLDUSDT % ret vol,EGLDUSDT active,AVAXUSDT % ret,AVAXUSDT % ret vol,AVAXUSDT active,NEARUSDT % ret,NEARUSDT % ret vol,NEARUSDT active,SLPBUSD % ret,SLPBUSD % ret vol,SLPBUSD active,SLPUSDT % ret,SLPUSDT % ret vol,SLPUSDT active,SHIBUSDT % ret,SHIBUSDT % ret vol,SHIBUSDT active,SHIBBUSD % ret,SHIBBUSD % ret vol,SHIBBUSD active,GALAUSDT % ret,GALAUSDT % ret vol,GALAUSDT active,BETAUSDT % ret,BETAUSDT % ret vol,BETAUSDT active,SLPTRY % ret,SLPTRY % ret vol,SLPTRY active
2018-10-22,0.031487,6590.12,207.46,9.9123,0.07722,0.46458,0.02457,9.7638,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031603,6639.0,209.3,9.98,0.07785,0.46901,0.0246,10.448,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.03127,6535.27,205.0,9.81,0.0761,0.45475,0.02388,9.7191,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031413,6581.2,206.67,9.8932,0.07731,0.46192,0.02423,10.2037,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,114465.28,16213.69266,206046.89963,1037552.21,65297281.2,41455391.5,314882052.5,971149.97,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.002571918460659073,0.02636282363586958,True,-0.0013520259904614695,0.01919123758839275,True,-0.003951997686635567,0.04086816350435019,True,-0.003816294267503184,0.03301528704119273,True,0.001295169019557063,0.04290974883151374,True,-0.0057256016186663095,0.05874471235187498,True,-0.014239218877135862,0.055103991262899506,True,0.04504347647968543,0.036656935710583816,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-23,0.031413,6581.2,206.67,9.8801,0.0773,0.46163,0.02422,10.2037,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031558,6595.0,207.8,10.0788,0.07757,0.48649,0.02423,10.3625,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.031063,6515.45,202.14,9.8099,0.0735,0.444,0.02333,9.8233,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031418,6553.51,205.85,9.9298,0.07597,0.47006,0.02372,9.9226,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,148898.879,13856.601756,112753.0414,1217218.93,55448274.0,58195282.8,213425443.8,717309.47,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.00015916977047703007,0.026019735035967804,True,-0.004207439372758692,0.019141586832286738,True,-0.003967677940678316,0.04043497034783521,True,0.0036995107750779077,0.03299353957955773,True,-0.017332815935842794,0.042715177373489156,True,0.017622099064773078,0.058914330854665686,True,-0.021048287247214192,0.05503387038172643,True,-0.027548830326254214,0.03686752165879594,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-24,0.031418,6553.51,205.85,9.9209,0.07597,0.47005,0.02371,9.9226,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031473,6630.0,207.95,9.99,0.07708,0.478,0.02419,10.0527,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.03115,6547.53,204.73,9.8555,0.0753,0.46,0.02367,9.8262,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031273,6565.5,205.35,9.8837,0.07539,0.46402,0.02373,9.8365,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,131064.636,11951.543977,97128.82698,1041867.67,41098558.1,36421466.1,160747802.2,493252.16,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.004615188745305199,0.02375579332988086,True,0.0018295539336934397,0.01911185001316593,True,-0.0024289531212047244,0.03927185394762581,True,-0.004642590988741091,0.03300563497855195,True,-0.007634592602343004,0.042675730420059906,True,-0.012849423477853894,0.057737739301658826,True,0.00042158516020229797,0.055040000684141735,True,-0.008677161227903962,0.03668917865231989,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-25,0.031274,6566.81,205.35,9.8816,0.07537,0.46401,0.02372,9.8366,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031329,6575.09,205.94,9.925,0.07564,0.4731,0.02378,9.8728,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.031041,6502.8,202.88,9.7502,0.0737,0.45688,0.02335,9.6301,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031223,6528.09,203.93,9.8056,0.07478,0.46351,0.0234,9.776,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,104742.39,10342.701244,77411.57217,1005134.42,32103956.7,34586029.5,142543603.9,299481.14,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.001598823266076188,0.023716289682378468,True,-0.0056979666438199406,0.019119507229061493,True,-0.006915023131239262,0.03922279728241019,True,-0.007901899086374398,0.033043118397343293,True,-0.008091258787637612,0.04261852053092674,True,-0.0010990905564415288,0.05739700574935094,True,-0.013906447534766109,0.05514299809592738,True,-0.006150561683525568,0.0366879811190627,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-26,0.031216,6528.13,203.84,9.805,0.07485,0.46351,0.02339,9.7708,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031696,6600.0,209.0,9.9121,0.0754,0.471,0.02405,9.8732,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.031118,6515.01,203.0,9.75,0.07348,0.45923,0.02322,9.65,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031346,6538.63,204.92,9.8296,0.07471,0.46657,0.02391,9.754,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,109273.704,9443.504156,91143.83291,1023388.17,29996800.2,38006244.6,168010246.6,258805.37,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.0039394036447490954,0.023775951055006975,True,0.0016145610737596794,0.01911972028045757,True,0.004854606972980902,0.03926636952829958,True,0.002447580974137109,0.0330403062406491,True,-0.0009360791655522727,0.04262301076553724,True,0.0066017993139306785,0.05746505369596739,True,0.021794871794871717,0.05520548865790579,True,-0.0022504091653028357,0.036691822184921015,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-27,0.031346,6538.63,204.92,9.8297,0.07471,0.46657,0.02391,9.754,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031489,6558.35,206.15,9.8347,0.07487,0.4681,0.024,9.7817,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.031298,6463.04,203.09,9.6972,0.07329,0.4576,0.02335,9.6438,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031427,6505.6,204.45,9.7331,0.07352,0.46012,0.02343,9.6867,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,98752.745,7776.907864,50235.68329,854497.86,25730010.7,35912703.0,134594620.9,234776.13,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.002584061762266332,0.023732596656144953,True,-0.005051516907976117,0.018965228314427592,True,-0.002293577981651418,0.03901146256222141,True,-0.009817286563034044,0.03205803571581484,True,-0.015928255922901813,0.04239120790975799,True,-0.013824292174807629,0.05374585820405242,True,-0.020075282308657516,0.055408869421908986,True,-0.006899733442690126,0.03668949788767894,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-28,0.031423,6505.6,204.45,9.7285,0.07352,0.4601,0.02345,9.6865,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031982,6514.17,205.94,9.7638,0.07392,0.46695,0.02372,9.7322,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.03135,6453.0,203.62,9.6022,0.07255,0.458,0.02337,9.578,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031616,6489.93,204.99,9.7207,0.07364,0.46472,0.02358,9.6286,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,103299.688,5743.933728,44394.83357,838913.92,25407915.5,36212879.3,122559284.1,249984.45,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.0060139370604894715,0.023580175682904648,True,-0.0024086940482046515,0.018965169154105142,True,0.0026412325752018795,0.0388309809767273,True,-0.0012740031439109067,0.03204998518797428,True,0.0016322089227420733,0.04231482053634579,True,0.009997391984699844,0.053524060635038916,True,0.006402048655569814,0.05523983127266868,True,-0.005997914666501458,0.0366846616495808,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-29,0.031616,6489.93,204.99,9.7207,0.07358,0.46483,0.02357,9.6357,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031805,6505.01,205.49,9.7317,0.07379,0.46516,0.02369,9.7364,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.030834,6315.0,195.28,9.3748,0.069,0.4343,0.02165,8.9596,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.03104,6344.5,196.96,9.445,0.07019,0.44506,0.02221,9.1034,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,152062.91,13827.224067,118281.82272,788866.57,59442955.1,48934076.3,264299436.4,466158.11,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,-0.01821862348178127,0.02378873636027978,True,-0.022408562187881897,0.0192812142872375,True,-0.03917264256793018,0.03944881739329399,True,-0.028362154988838317,0.0324842712540509,True,-0.04684953829440519,0.04312596400696288,True,-0.04230504389740064,0.05406514138477832,True,-0.05810008481764206,0.05567458446982616,True,-0.05454583220821296,0.037990739153201954,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-30,0.031041,6344.5,196.95,9.4516,0.07018,0.44554,0.02222,9.1083,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.03124,6395.0,198.6,9.5386,0.07077,0.455,0.0225,9.2325,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.030922,6317.01,195.91,9.4003,0.06963,0.444,0.02206,8.9396,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.031164,6330.87,197.27,9.4521,0.07007,0.44749,0.02222,9.0239,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,119787.712,8877.175385,83633.81463,719748.66,28837088.0,28201734.6,175087725.1,322783.22,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.003994845360824728,0.023405854144239263,True,-0.0021483174403026384,0.019214393712659074,True,0.0015739236393177425,0.03898354755376015,True,0.0007517204870302052,0.03143765514390668,True,-0.001709645248611058,0.04278040050732917,True,0.005459937985889507,0.05406411067205805,True,0.00045024763619982977,0.05538707009430818,True,-0.008733000856822826,0.037960516361053825,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
2018-10-31,0.031165,6330.01,197.24,9.4513,0.07007,0.44734,0.02223,9.0184,0.00263,0.0359,0.00449,9881.43,238.7,175.0,2.85,0.05363,0.008333,2.09,0.5388,0.5397,19.71,0.85,1.3,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6852,0.031344,6428.0,201.45,9.5546,0.07199,0.46097,0.02272,9.1535,0.01052,0.045,0.0046,10305.58,306.0963,177.89,3.5208,0.12,0.09471,4.44,0.6,0.5397,35.0,7.0,1.88,0.3617,0.357,5e-05,4.9e-05,0.07805,4.75,0.7352,0.03085,6245.02,193.01,9.2811,0.06773,0.4375,0.02137,8.7787,0.00263,0.03,0.00355,9828.59,0.0005,171.87,2.8433,0.05363,0.008333,2.0,0.4946,0.401,16.708,0.85,1.05,0.1125,0.1128,1.412e-05,1.411e-05,0.02103,0.06001,0.6797,0.03119,6371.93,198.73,9.4807,0.07061,0.45418,0.02239,9.0855,0.00545,0.0324,0.0038701,10254.92,1.0,174.29,3.2985,0.05822,0.065997,3.1,0.5071,0.4314,17.752,5.3193,1.1685,0.217,0.2166,3.466e-05,3.468e-05,0.04721,3.23,0.734,132035.656,12148.888216,114739.70424,707061.59,45075801.2,34928585.5,215538835.3,353935.47,2251813333.7,767242774.6,1928297660.0,1.051048,157497.51,460.13617,1552384.78,14196664.7,989575855.0,6039881.97,2883391.97,2884153.28,1122432.923,31441883.16,33930218.86,323655555.0,1718434562.0,95302311917668.0,12848964269758.0,5474434186.0,334952990.0,2520527.0,0.000834295982543809,0.023406947601352507,True,0.006485680483093281,0.019257744339762812,True,0.007401023977289922,0.039023977083675304,True,0.003025782630315055,0.031222850817382724,True,0.007706579135150715,0.042720461687775275,True,0.014950054749826691,0.05291442225186882,True,0.007650765076507637,0.05529379187426736,True,0.006826316780992769,0.03805505059344197,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
